Title,Duration,Artist,Album,Scrobles,Year,Added_Date,Genre,Released_Date
Жаркий огонь,1:19,Луперкаль,Sarcasm (Mixtape),2,2016,06.11.2018 14:33,Хип-хоп/рэп,08.05.2016
Топь,2:04,Луперкаль,Sarcasm (Mixtape),2,2016,06.11.2018 14:33,Хип-хоп/рэп,08.05.2016
2000,2:07,Луперкаль,Sarcasm (Mixtape),1,2016,06.11.2018 14:33,Хип-хоп/рэп,08.05.2016
Необратимость,1:11,Луперкаль,Sarcasm (Mixtape),7,2016,06.11.2018 14:33,Хип-хоп/рэп,08.05.2016
Медвежий угол,2:55,Луперкаль,Sarcasm (Mixtape),7,2016,06.11.2018 14:33,Хип-хоп/рэп,08.05.2016
Tweakin',3:06,Vince Staples,FM!,4,2018,03.11.2018 12:16,Хип-хоп/рэп,02.11.2018
No Bleedin,2:04,Vince Staples,FM!,,2018,03.11.2018 12:12,Хип-хоп/рэп,02.11.2018
Outside!,2:05,Vince Staples,FM!,5,2018,03.11.2018 12:03,Хип-хоп/рэп,02.11.2018
Don't Get Chipped,2:28,Vince Staples,FM!,2,2018,03.11.2018 11:58,Хип-хоп/рэп,02.11.2018
Feels Like Summer,2:29,Vince Staples,FM!,3,2018,03.11.2018 11:54,Хип-хоп/рэп,02.11.2018
FUN!,2:51,Vince Staples,FM!,15,2018,03.11.2018 11:53,Хип-хоп/рэп,02.11.2018
Mind Sex,4:51,Dead Prez,Let's Get Free,1,2000,03.11.2018 11:05,Хип-хоп/рэп,08.02.2000
Hip Hop,3:47,Dead Prez,Back In the Day ... Hip Hop Classics,5,2000,02.11.2018 22:51,Хип-хоп/рэп,08.02.2000
Same Song,3:59,Digital Underground,No Nose Job: The Legend of Digital Underground,7,1991,02.11.2018 22:46,Хип-хоп/рэп,01.01.1991
Doowutchyalike,8:53,Digital Underground,Sex Packets,,1990,02.11.2018 22:41,Фанк,20.03.1990
Река,3:09,Типси Тип,ДАТЫНЕТ,2,2018,02.11.2018 9:17,Хип-хоп/рэп,12.05.2018
Сна (feat. Zambezi),3:01,типси тип,ДАТЫНЕТ,2,2018,02.11.2018 9:16,Хип-хоп/рэп,28.10.2018
В тебе,3:50,Типси Тип,ДАТЫНЕТ,,2018,02.11.2018 9:16,Хип-хоп/рэп,28.10.2018
Шкатулка (feat. Drummatix),3:35,Типси Тип,ДАТЫНЕТ,3,2018,02.11.2018 9:16,Хип-хоп/рэп,28.10.2018
Пылинки,3:39,Типси Тип,ДАТЫНЕТ,2,2018,01.11.2018 15:51,Хип-хоп/рэп,28.10.2018
Фобофоб,2:52,Типси Тип,ДАТЫНЕТ,1,2018,01.11.2018 15:51,Хип-хоп/рэп,28.10.2018
Вдох,3:18,типси тип,ДАТЫНЕТ,2,2018,01.11.2018 15:51,Хип-хоп/рэп,28.10.2018
Аквариум,3:39,Типси Тип,ДАТЫНЕТ,1,2018,01.11.2018 15:31,Хип-хоп/рэп,28.10.2018
Crush,3:36,Tessa Violet,Crush - Single,,2018,29.10.2018 8:32,Поп-музыка,15.06.2018
La Seine,2:48,Vanessa Paradis & M,A Monster In Paris,2,2011,26.10.2018 22:47,Саундтреки,27.06.2011
BACK 2 HIPHOP (feat. Nas),5:19,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,18,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
YES OR NO,5:05,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,20,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
GET READY,4:11,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,16,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
4EVER (feat. Esthero),3:49,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,14,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
DOPENESS (feat. CL),4:39,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,36,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
"ALL AROUND THE WORLD (feat. Phife Dawg, Ali Shaheed Muhammad & Posdnuos)",5:01,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,13,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
NEW WAVE,4:55,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,15,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
"VIBRATIONS, pt. 1 pt.2",4:22,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,16,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
WINGS (feat. Nicole Scherzinger),5:17,The Black Eyed Peas,MASTERS OF THE SUN VOL. 1,16,2018,25.10.2018 22:17,Хип-хоп/рэп,26.10.2018
Обитованная,3:13,Troi,Свободомыслие LP,4,2014,22.10.2018 14:37,Хип-хоп/рэп,30.12.2014
Одно слово,3:09,Troi,Свободомыслие LP,3,2014,22.10.2018 14:23,Хип-хоп/рэп,30.12.2014
Солнце внутри,2:49,Troi,Свободомыслие LP,5,2014,22.10.2018 14:23,Хип-хоп/рэп,30.12.2014
Караты,3:44,Troi,Свободомыслие LP,1,2014,22.10.2018 14:23,Хип-хоп/рэп,30.12.2014
Дура дура,2:42,Troi,Свободомыслие LP,3,2014,22.10.2018 14:23,Хип-хоп/рэп,30.12.2014
Сгораю,3:04,Зараза,Симптомы,6,2018,21.10.2018 9:56,Хип-хоп/рэп,05.10.2018
Аудионаркотики,2:46,Зараза,Симптомы,5,2018,21.10.2018 9:56,Хип-хоп/рэп,05.10.2018
Ты далеко,2:52,Зараза,Симптомы,5,2018,21.10.2018 9:56,Хип-хоп/рэп,05.10.2018
Туберкулёз,2:29,Зараза,Симптомы,3,2018,21.10.2018 9:56,Хип-хоп/рэп,05.10.2018
Чёрно-белый (Extended),3:48,Redo,TERMINAL,13,2018,19.10.2018 19:57,Хип-хоп/рэп,19.10.2018
Дофамин,3:06,Redo,TERMINAL,4,2018,19.10.2018 19:49,Хип-хоп/рэп,19.10.2018
Molotov R (feat. RAM),3:05,Redo,TERMINAL,5,2018,19.10.2018 19:48,Хип-хоп/рэп,19.10.2018
Нет объективов,3:11,Redo,TERMINAL,2,2018,19.10.2018 19:43,Хип-хоп/рэп,19.10.2018
ENDZ,2:39,Redo,TERMINAL,4,2018,19.10.2018 19:40,Хип-хоп/рэп,19.10.2018
Поколение,3:02,Redo,TERMINAL,7,2018,19.10.2018 19:38,Хип-хоп/рэп,19.10.2018
Пластик,2:23,Redo,TERMINAL,5,2018,19.10.2018 19:36,Хип-хоп/рэп,19.04.2018
Синдром,2:29,Redo,TERMINAL,5,2018,19.10.2018 19:32,Хип-хоп/рэп,10.10.2018
The Art of Peer Pressure,5:25,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",6,2012,15.10.2018 14:18,Хип-хоп/рэп,22.10.2012
Пусть плачут небеса,2:47,Зараза,Симптомы,5,2018,14.10.2018 15:06,Хип-хоп/рэп,05.10.2018
Слёзки,2:48,Зараза,Симптомы,4,2018,14.10.2018 15:00,Хип-хоп/рэп,05.10.2018
Хоть немного правды,2:44,Зараза,Симптомы,9,2018,14.10.2018 14:59,Хип-хоп/рэп,05.10.2018
Пустая,2:50,Зараза,Симптомы,6,2018,14.10.2018 14:52,Хип-хоп/рэп,05.10.2018
"Violin Concerto in D Minor, Op. 47: I. Allegro moderato",16:48,"Pinchas Zukerman, Лондонский филармонический оркестр & Daniel Barenboim","Sibelius: Violin Concerto in D Minor, Op. 47 - Beethoven: Violin Romance No. 1 in G Major - Brahms: Violin Concerto in D Major, Op. 77 (The Originals)",2,2014,11.10.2018 12:03,Классическая музыка,01.01.2014
"Introduction and Tarantella, Op. 43 (version for violin and orchestra)",5:04,"楊天媧, Ernest Martinez Izquierdo & Orquesta Sinfonica de Navarra","Sarasate: Music for Violin and Orchestra, Vol. 4",8,2013,10.10.2018 17:57,Классическая музыка,01.10.2013
Better Now,3:51,Post Malone,beerbongs & bentleys,9,2018,09.10.2018 8:40,Хип-хоп/рэп,27.04.2018
The Night We Met,3:28,Lord Huron,Strange Trails,2,2015,07.10.2018 22:29,Альтернативная музыка,09.02.2015
С ума (Иксфайлз),2:33,Энди Картрайт,Магия мутных вод,1,2012,06.10.2018 20:12,Хип-хоп/рэп,20.12.2012
Когда витрины гаснут,2:21,Энди Картрайт,Приход глухого кота,5,2013,06.10.2018 20:05,Хип-хоп/рэп,07.11.2013
Луна,3:07,Энди Картрайт,Приход глухого кота,6,2013,06.10.2018 20:05,Хип-хоп/рэп,07.11.2013
Бургер кинг,2:47,Энди Картрайт,Приход глухого кота,9,2013,06.10.2018 20:00,Хип-хоп/рэп,07.11.2013
Себя,3:04,Энди Картрайт,Приход глухого кота,2,2013,06.10.2018 19:31,Хип-хоп/рэп,07.11.2013
Гарпун,2:11,Энди Картрайт,Магия мутных вод,2,2012,06.10.2018 19:29,Хип-хоп/рэп,20.12.2012
Разрывными (при уч. Энди Картрайт) [with Andy Cartwright],2:51,Луперкаль,Разрывными (при уч. Энди Картрайт) [with Andy Cartwright] - Single,5,2013,06.10.2018 19:22,Хип-хоп/рэп,08.05.2013
Карцер,2:58,Энди Картрайт,Магия мутных вод,2,2012,06.10.2018 19:19,Хип-хоп/рэп,20.12.2012
Поднебесная дурка,3:45,Энди Картрайт,Магия мутных вод,3,2012,06.10.2018 19:15,Хип-хоп/рэп,20.12.2012
Мирра майна,3:14,Энди Картрайт,Магия мутных вод,4,2012,06.10.2018 19:09,Хип-хоп/рэп,20.12.2012
Telegram,2:25,Luxy Ferows,56,2,2018,06.10.2018 14:15,Хип-хоп/рэп,04.05.2018
Rapstar,2:34,Luxy Ferows,56,5,2018,06.10.2018 13:15,Хип-хоп/рэп,01.10.2018
Not Normal,3:10,Luxy Ferows,56,3,2018,05.10.2018 19:45,Хип-хоп/рэп,01.10.2018
Galactus ®,2:50,Luxy Ferows,56,9,2018,05.10.2018 18:45,Хип-хоп/рэп,01.10.2018
Cousteau,2:25,Luxy Ferows,56,5,2018,05.10.2018 16:19,Хип-хоп/рэп,01.10.2018
Rollie,2:31,Luxy Ferows,56,2,2018,05.10.2018 16:19,Хип-хоп/рэп,01.10.2018
Ysl,2:26,Luxy Ferows,56,12,2018,05.10.2018 16:16,Хип-хоп/рэп,01.10.2018
H.O.B. (feat. Navé Monjo),3:58,Tech N9ne,Chuki Fever / H.O.B. - Single,12,2018,05.10.2018 7:14,Рэп,05.10.2018
Neon Gravestones,4:00,twenty one pilots,Trench,14,2018,05.10.2018 7:12,Альтернативная музыка,05.10.2018
Chuki Fever,3:39,Tech N9ne,Chuki Fever / H.O.B. - Single,6,2018,05.10.2018 7:10,Рэп,05.10.2018
Человек в интернете,3:32,Хаски,Триптих о человечине - Single,3,2018,05.10.2018 6:48,Альтернативная музыка,05.10.2018
Leave the City,4:40,twenty one pilots,Trench,9,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Legend,2:53,twenty one pilots,Trench,12,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Pet Cheetah,3:18,twenty one pilots,Trench,11,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Bandito,5:31,twenty one pilots,Trench,13,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Cut My Lip,4:43,twenty one pilots,Trench,14,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
The Hype,4:25,twenty one pilots,Trench,11,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Smithereens,2:57,twenty one pilots,Trench,15,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Chlorine,5:24,twenty one pilots,Trench,14,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Morph,4:19,twenty one pilots,Trench,12,2018,05.10.2018 6:12,Альтернативная музыка,05.10.2018
Животворящий флоу,2:27,Хаски,Триптих о человечине - Single,4,2018,05.10.2018 5:48,Альтернативная музыка,17.09.2018
Поэма о Родине,2:42,Хаски,Поэма о Родине - Single,9,2018,05.10.2018 5:40,Хип-хоп/рэп,30.08.2018
Tints (feat. Kendrick Lamar),4:28,Anderson.Paak,Tints (feat. Kendrick Lamar) - Single,2,2018,04.10.2018 18:47,Хип-хоп/рэп,04.10.2018
80%,2:41,Мальбэк х Сюзанна,Reptiland,,2018,02.10.2018 11:37,Поп-музыка,02.10.2018
Человек в Интернете,3:32,Хаски,Человек в Интернете - Single,4,2018,30.09.2018 9:52,Альтернативная музыка,11.09.2018
Пролетарка,3:48,Макс Корж,Пролетарка - Single,32,2018,30.09.2018 9:35,Хип-хоп/рэп,07.09.2018
Стойло (feat. MURDA KILLA),3:19,Horus,Стойло (feat. MURDA KILLA) - Single,4,2018,29.09.2018 13:07,Хип-хоп/рэп,15.09.2018
Закат,6:57,"Horus, Ка тет, Зараза, ATL, Eecii McFly & Dark Faders",Закат - Single,3,2018,29.09.2018 13:04,Хип-хоп/рэп,29.09.2018
Dedicate,3:10,Lil Wayne,Tha Carter V,5,2018,29.09.2018 12:57,Хип-хоп/рэп,28.09.2018
Famous (feat. Reginae Carter),4:02,Lil Wayne,Tha Carter V,5,2018,29.09.2018 12:55,Хип-хоп/рэп,28.09.2018
Let It Fly (feat. Travis Scott),3:07,Lil Wayne,Tha Carter V,5,2018,29.09.2018 12:52,Хип-хоп/рэп,28.09.2018
Open Letter,4:29,Lil Wayne,Tha Carter V,6,2018,29.09.2018 12:40,Хип-хоп/рэп,28.09.2018
Don't Cry (feat. XXXTENTACION),4:09,Lil Wayne,Tha Carter V,4,2018,29.09.2018 12:39,Хип-хоп/рэп,28.09.2018
Jazz (We've Got),4:10,A Tribe Called Quest,The Low End Theory,5,1991,29.09.2018 11:11,Хип-хоп/рэп,24.09.1991
My Own Zone (feat. FUTURISTIC & Dizzy Wright),4:02,Tech N9ne,My Own Zone (feat. FUTURISTIC & Dizzy Wright) - Single,11,2018,29.09.2018 9:06,Рэп,28.09.2018
"Prelude in G Minor, Op. 23 No. 5",4:00,Сергей Рахманинов,Rachmaninov Plays Rachmaninov: The Ampico Piano Recordings,3,1979,28.09.2018 18:39,Классическая музыка,01.01.1979
"Prélude in C Sharp Minor, Op. 3 No. 2",3:44,Сергей Рахманинов,Rachmaninov Plays Rachmaninov: The Ampico Piano Recordings,4,1979,28.09.2018 18:35,Классическая музыка,01.01.1979
Blowing the Blues Away (vocal by Billy Eckstine),2:00,Billy Eckstine and His Orchestra,Together,4,1972,28.09.2018 15:39,Джаз,01.01.1972
Mona Lisa (feat. Kendrick Lamar),5:24,Lil Wayne,Tha Carter V,16,2018,28.09.2018 14:28,Хип-хоп/рэп,28.09.2018
Can't Be Broken,3:13,Lil Wayne,Tha Carter V,6,2018,28.09.2018 14:20,Хип-хоп/рэп,28.09.2018
Street Dreams II,4:26,Logic,YSIV,4,2018,28.09.2018 12:30,Hip Hop/Rap,28.09.2018
ICONIC (feat. Jaden Smith),4:58,Logic,YSIV,10,2018,28.09.2018 11:30,Хип-хоп/рэп,28.09.2018
YSIV,6:09,Logic,YSIV,5,2018,28.09.2018 11:10,Хип-хоп/рэп,28.09.2018
100 Miles and Running (feat. Wale & John Lindahl),5:53,Logic,YSIV,20,2018,28.09.2018 10:58,Хип-хоп/рэп,28.09.2018
"Wu Tang Forever (feat. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa & GZA)",8:08,Logic,YSIV,10,2018,28.09.2018 10:27,Хип-хоп/рэп,28.09.2018
Everybody Dies,4:10,Logic,YSIV,6,2018,28.09.2018 10:22,Хип-хоп/рэп,07.09.2018
The Glorious Five,3:37,Logic,YSIV,4,2018,28.09.2018 10:21,Хип-хоп/рэп,28.09.2018
"Piano Concerto No. 2 in C Minor, Op. 18: I. Moderato",9:50,"Сергей Рахманинов, Eugene Ormandy, Филадельфийский оркестр & Леопольд Стоковски",Rachmaninoff Plays Rachmaninoff,6,1929,27.09.2018 23:26,Классическая музыка,01.01.1929
"Elegie in E Flat Minor, Op. 3 No. 1",4:05,Сергей Рахманинов,Rachmaninov Plays Rachmaninov: The Ampico Piano Recordings,5,1979,27.09.2018 23:26,Классическая музыка,01.01.1979
Killshot,4:14,Eminem,Killshot - Single,14,2018,24.09.2018 23:55,Хип-хоп/рэп,14.09.2018
Ten Duel Commandments,1:47,"Anthony Ramos, Lin-Manuel Miranda, Jon Rua, Leslie Odom, Jr. & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Soundtrack,25.09.2015
Cabinet Battle #2,2:23,"Christopher Jackson, Daveed Diggs, Lin-Manuel Miranda & Okieriete Onaodowan",Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Саундтреки,25.09.2015
History Has Its Eyes On You,1:37,"Christopher Jackson, Lin-Manuel Miranda & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Саундтреки,25.09.2015
One Last Time,4:56,"Christopher Jackson, Lin-Manuel Miranda & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Саундтреки,25.09.2015
The Election of 1800,3:58,"Daveed Diggs, Okieriete Onaodowan, Leslie Odom, Jr., Lin-Manuel Miranda & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),3,2015,23.09.2018 2:56,Саундтреки,25.09.2015
Say No To This,4:02,"Jasmine Cephas-Jones, Leslie Odom, Jr., Lin-Manuel Miranda, Sydney James Harcourt & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Soundtrack,25.09.2015
A Winter's Ball,1:10,"Leslie Odom, Jr., Lin-Manuel Miranda & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Саундтреки,25.09.2015
Your Obedient Servant,2:30,"Leslie Odom, Jr., Lin-Manuel Miranda & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),1,2015,23.09.2018 2:56,Soundtrack,25.09.2015
Non-Stop,6:25,"Leslie Odom, Jr., Lin-Manuel Miranda, Phillipa Soo, Christopher Jackson, Original Broadway Cast of Hamilton & Renée Elise Goldsberry",Hamilton (Original Broadway Cast Recording),3,2015,23.09.2018 2:56,Саундтреки,25.09.2015
Stay Alive (Reprise),1:52,"Lin-Manuel Miranda, Anthony Ramos, Phillipa Soo & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),3,2015,23.09.2018 2:56,Soundtrack,25.09.2015
Meet Me Inside,1:24,"Lin-Manuel Miranda, Leslie Odom, Jr., Anthony Ramos, Christopher Jackson & Original Broadway Cast of Hamilton",Hamilton (Original Broadway Cast Recording),5,2015,23.09.2018 2:56,Soundtrack,25.09.2015
"Aaron Burr, Sir",2:37,"Lin-Manuel Miranda, Leslie Odom, Jr., Anthony Ramos, Daveed Diggs & Okieriete Onaodowan",Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Саундтреки,25.09.2015
It's Quiet Uptown,4:30,"Lin-Manuel Miranda, Phillipa Soo, Original Broadway Cast of Hamilton & Renée Elise Goldsberry",Hamilton (Original Broadway Cast Recording),1,2015,23.09.2018 2:56,Soundtrack,25.09.2015
Stay Alive,2:39,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),3,2015,23.09.2018 2:56,Soundtrack,25.09.2015
The Adams Administration,0:55,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),2,2015,23.09.2018 2:56,Soundtrack,25.09.2015
"Who Lives, Who Dies, Who Tells Your Story",3:37,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),1,2015,23.09.2018 2:56,Саундтреки,25.09.2015
Hurricane,2:24,Original Broadway Cast of Hamilton & Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),4,2015,23.09.2018 2:56,Саундтреки,25.09.2015
